iso2c,country,fpop_rate,pop2000,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop2000_flood,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,popdelta,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pdelta_flood,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,region,iso3c,bias_factor,hrsl_data,region_mean_bias,region_sd_bias
RS,Russia,-10.24892146,172464602.3,32341553.16,53539105.47,86583943.69,744212.3935,183334.2894,276115.3686,284762.7354,32158218.87,53262990.1,86299180.95,-338344.9046,375687.9737,-2293349.175,1579316.297,14963.55321,34382.29624,-8747.811759,-10670.93127,341305.6774,-2284601.363,1589987.228,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
UP,Ukraine,0.273178376,74014923.87,22460243.44,20410302.06,31144378.37,52888.51242,8176.689875,27036.24077,17675.58178,22452066.75,20383265.82,31126702.79,-5950562.515,-1991204.988,-2363043.603,-1596313.925,-1161.572698,2222.150616,-1789.460055,-1594.263259,-1993427.138,-2361254.143,-1594719.661,Eastern Europe,UKR,0.771560449,N,0.771560449,0.100346888
RO,Romania,0.815105709,31696892.57,14343914.84,7844546.538,9508431.192,172805.3311,44886.08312,44223.40583,83695.84211,14299028.76,7800323.133,9424735.35,-3803259.317,-2589148.369,-178393.8225,-1035717.126,-16900.91904,3707.309415,-2158.599125,-18449.62933,-2592855.679,-176235.2234,-1017267.496,Eastern Europe,ROU,0.701767431,Y,0.771560449,0.100346888
MD,Moldova,0.214499406,6180262.529,2479056.222,2265170.143,1436036.164,276.5656103,254.745581,21.82002926,0,2478801.476,2265148.323,1436036.164,-200326.9061,-53576.41569,-64548.09928,-82202.39115,-1.922899696,-13.45961215,11.53671245,0,-53562.95608,-64559.63599,-82202.39115,Eastern Europe,MDA,0.730887973,Y,0.771560449,0.100346888
RS,Russia,1.469677427,12912129.81,4091064.756,4120153.568,4700911.491,144392.131,61620.57739,42292.14334,40479.41028,4029444.178,4077861.425,4660432.08,-1339999.355,-365333.0876,-643459.5059,-331206.7616,-22022.78585,-5672.979725,-9137.804488,-7212.001634,-359660.1079,-634321.7015,-323994.76,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
FI,Finland,0,10797214.64,3807358.612,4267986.008,2721870.021,0,0,0,0,3807358.612,4267986.008,2721870.021,640870.6568,-49629.5278,207453.9269,483046.2577,0,0,0,0,-49629.5278,207453.9269,483046.2577,Northern Europe,FIN,1.044285539,N,1.044285539,0.106161536
NO,Norway,0,8694832.357,3829296.59,3027904.555,1837631.212,0,0,0,0,3829296.59,3027904.555,1837631.212,1317017.939,329162.7127,519019.615,468835.611,0,0,0,0,329162.7127,519019.615,468835.611,Northern Europe,NOR,1.044285539,N,1.044285539,0.106161536
AN,Andorra,-2.733308114,88302.80761,15869.64606,72433.16155,0,8062.000771,0,8062.000771,0,15869.64606,64371.16078,0,6795.194947,10432.42469,-3637.229743,0,-1695.738319,0,-1695.738319,0,10432.42469,-1941.491423,0,Southern Europe,AND,0.821498773,N,0.821498773,0.218724957
IT,Italy,2.168893143,77327817.69,18479476.82,30640511.83,28207829.04,380491.187,98586.18732,156607.5602,125297.4395,18380890.63,30483904.27,28082531.6,3757588.95,1262272.381,2304891.809,190424.7597,40101.09891,25395.87141,11841.44123,2863.786271,1236876.51,2293050.368,187560.9734,Southern Europe,ITA,0.948137198,Y,0.821498773,0.218724957
MN,Monaco,0,36355.92384,0,0,36355.92384,0,0,0,0,0,0,36355.92384,6458.66357,0,0,6458.66357,0,0,0,0,0,0,6458.66357,Western Europe,MCO,0.919464318,N,0.919464318,0.082723269
MT,Malta,0,463744.7932,17720.39252,89294.91634,356729.4843,0,0,0,0,17720.39252,89294.91634,356729.4843,36816.01369,8591.261249,19876.88059,8347.871846,0,0,0,0,8591.261249,19876.88059,8347.871846,Southern Europe,MLT,0.821498773,N,0.821498773,0.218724957
SM,San Marino,-0.373693658,38506.94824,6868.849034,31638.0992,0,25.32712144,25.32712144,0,0,6843.521913,31638.0992,0,5821.53678,1581.657762,4239.879018,0,-1.430869759,-1.430869759,0,0,1583.088632,4239.879018,0,Southern Europe,SMR,0.821498773,N,0.821498773,0.218724957
VT,Vatican City,0,2259.750779,0,0,2259.750779,0,0,0,0,0,0,2259.750779,-131.2280745,0,0,-131.2280745,0,0,0,0,0,0,-131.2280745,Southern Europe,VAT,0.821498773,N,0.821498773,0.218724957
HR,Croatia,-0.827800772,6208321.109,2572039.263,1976179.633,1660102.213,23028.33949,14283.68532,8744.654165,0,2557755.577,1967434.979,1660102.213,-273609.1256,-193774.5101,-65753.96353,-14080.65202,840.1268352,416.7312571,423.3955781,0,-194191.2413,-66177.35911,-14080.65202,Southern Europe,HRV,0.834105279,Y,0.821498773,0.218724957
AL,Albania,1.528178885,4140156.119,1745476.869,1221093.982,1173585.268,105265.5324,46118.92488,36166.27918,22980.32834,1699357.944,1184927.703,1150604.94,-295471.896,-570190.0057,-116919.1881,391637.2978,-11480.47473,-9032.965793,-4019.857467,1572.348529,-561157.0399,-112899.3306,390064.9493,Southern Europe,ALB,0.597146289,Y,0.821498773,0.218724957
BK,Bosnia & Herzegovina,27.10230143,5297523.353,1315645.559,2870772.963,1111104.831,28425.14252,11155.77677,9814.687378,7454.678365,1304489.782,2860958.275,1103650.153,24780.84097,35186.3696,-44868.59349,34463.06486,3603.727822,2345.204534,713.3824531,545.1408352,32841.16507,-45581.97595,33917.92403,Southern Europe,BIH,0.482298156,Y,0.821498773,0.218724957
MJ,Montenegro,10.49577402,837740.473,224525.564,425921.2794,187293.6296,7578.950209,1911.383771,3010.145799,2657.420639,222614.1802,422911.1336,184636.2089,16375.90592,4416.238157,-12441.07496,24400.74273,1554.960504,989.4516196,352.3841312,213.124753,3426.786537,-12793.4591,24187.61797,Southern Europe,MNE,0.821498773,N,0.821498773,0.218724957
RI,Serbia,1.053854055,11112150.44,4239803.276,3485604.795,3386742.37,44086.44047,14664.61903,6923.132597,22498.68884,4225138.657,3478681.663,3364243.681,-1371530.695,-839470.5662,-469255.47,-62804.65883,-5734.465251,-1552.96208,-1187.459471,-2994.0437,-837917.6041,-468068.0106,-59810.61513,Southern Europe,SRB,0.397863,Y,0.821498773,0.218724957
GR,Greece,64.57772484,13831232.35,4344785.372,3211129.136,6275317.838,130516.4934,51845.89291,37662.27772,41008.32279,4292939.479,3173466.858,6234309.515,-7301.205902,56772.16313,-33565.36253,-30508.00651,-4449.199262,-820.8414778,-2224.295164,-1404.062621,57593.00461,-31341.06736,-29103.94389,Southern Europe,GRC,0.892276533,Y,0.821498773,0.218724957
MK,Macedonia,1.26825611,2709314.017,654235.8351,1023559.449,1031518.734,32794.83597,11001.60855,13665.26873,8127.9587,643234.2265,1009894.18,1023390.775,86232.20792,35982.29873,29084.63032,21165.27886,1323.800646,978.1355706,253.9586534,91.70642161,35004.16316,28830.67167,21073.57244,Southern Europe,MKD,0.717670656,Y,0.821498773,0.218724957
BU,Bulgaria,0.892876326,10844210.82,4642549.139,3420541.945,2781119.733,162347.1813,31626.56082,58190.3568,72530.26367,4610922.578,3362351.588,2708589.469,-1152029.211,-681633.9454,-501471.6516,31076.38627,-15399.32199,-350.5918993,-9355.122646,-5693.607449,-681283.3535,-492116.529,36769.99372,Eastern Europe,BGR,0.733469953,Y,0.771560449,0.100346888
PO,Portugal (Azores),0,299735.6786,146226.021,153509.6576,0,0,0,0,0,146226.021,153509.6576,0,4712.286932,-4664.069874,9376.356806,0,0,0,0,0,-4664.069874,9376.356806,0,Southern Europe,PRT,1.122125444,Y,0.821498773,0.218724957
PO,Portugal,-2.498210231,12757099.08,4005063.409,4089661.826,4662373.845,26233.30289,2293.499405,2527.694003,21412.10948,4002769.91,4087134.132,4640961.736,75690.23962,-138194.3266,114251.504,99633.0623,-388.8390808,-81.78644859,-66.68276333,-240.3698689,-138112.5402,114318.1867,99873.43217,Southern Europe,PRT,1.122125444,Y,0.821498773,0.218724957
GI,Gibraltar,0.723174318,26280.04123,73.46972381,4928.290105,21278.2814,823.4519043,0,0,823.4519043,73.46972381,4928.290105,20454.82949,3954.357778,-9.36031419,835.8405515,3127.877541,89.60477448,0,0,89.60477448,-9.36031419,835.8405515,3038.272767,Southern Europe,GIB,0.821498773,N,0.821498773,0.218724957
SP,Spain,2.004991546,50569475.89,10977873.56,14631770.59,24959831.74,196290.7376,48690.10682,64987.86355,82612.76721,10929183.45,14566782.72,24877218.97,6328280.244,1477130.391,1869544.716,2981605.136,49250.38203,27086.94798,13772.62884,8390.805215,1450043.443,1855772.088,2973214.331,Southern Europe,ESP,0.787808416,Y,0.821498773,0.218724957
FR,France,1.172457845,87130358.92,30076478.96,22488992.72,34564887.23,1038962.995,158192.884,131113.0425,749657.0682,29918286.08,22357879.68,33815230.16,7219384.046,4497003.069,1289679.009,1432701.967,100931.7861,41499.89996,8433.930991,50997.95512,4455503.169,1281245.078,1381704.012,Western Europe,FRA,0.912725652,Y,0.919464318,0.082723269
SV,Svalbard,0,10044.62284,10044.62284,0,0,0,0,0,0,10044.62284,0,0,4025.072699,4025.072699,0,0,0,0,0,0,4025.072699,0,0,Northern Europe,SJM,1.044285539,N,1.044285539,0.106161536
SW,Sweden,0,16906356.95,5608374.458,6645614.94,4652367.551,0,0,0,0,5608374.458,6645614.94,4652367.551,1660413.661,174290.6863,479043.0516,1007079.923,0,0,0,0,174290.6863,479043.0516,1007079.923,Northern Europe,SWE,1.044285539,N,1.044285539,0.106161536
DA,Denmark,5.578652853,9343092.649,3505295.611,3309030.381,2528766.656,32602.19152,2616.181763,6341.430178,23644.57958,3502679.43,3302688.951,2505122.077,582991.6931,72799.82253,137704.4435,372487.4271,11348.74513,368.5818772,-137.8895503,11118.0528,72431.24066,137842.333,361369.3743,Northern Europe,DNK,1.044285539,N,1.044285539,0.106161536
EN,Estonia,0,2704894.506,1081809.586,729985.2443,893099.6754,0,0,0,0,1081809.586,729985.2443,893099.6754,-168671.4247,-164969.3988,14944.14428,-18646.17016,0,0,0,0,-164969.3988,14944.14428,-18646.17016,Northern Europe,EST,0.971011598,Y,1.044285539,0.106161536
LG,Latvia,0,4300220.802,1111558.861,1557412.698,1631249.243,0,0,0,0,1111558.861,1557412.698,1631249.243,-727548.4932,-132398.0959,-297979.4457,-297170.9516,0,0,0,0,-132398.0959,-297979.4457,-297170.9516,Northern Europe,LVA,1.030687941,Y,1.044285539,0.106161536
LH,Lithuania,0,6110478.919,1298979.69,2430294.184,2381205.045,0,0,0,0,1298979.69,2430294.184,2381205.045,-1073838.542,-179229.3179,-459939.4314,-434669.7928,0,0,0,0,-179229.3179,-459939.4314,-434669.7928,Northern Europe,LTU,1.24728672,Y,1.044285539,0.106161536
BO,Belarus,-0.672495696,16754085.76,3247735.519,5239235.07,8267115.173,275.7576198,134.7436122,0,141.0140076,3247600.775,5239235.07,8266974.159,-772551.7258,-332676.6506,-1041601.748,601726.6728,8.551136995,48.39961677,0,-39.84847978,-332725.0502,-1041601.748,601766.5212,Eastern Europe,BLR,0.994418542,Y,0.771560449,0.100346888
PL,Poland,41.18171673,62096914.59,21229386.31,21872464.87,18995063.4,127279.8169,44373.09569,46737.69691,36169.0243,21185013.22,21825727.17,18958894.38,228859.5092,695461.9311,220099.1977,-686701.6196,19318.03413,23491.46405,-497.9665292,-3675.46339,671970.467,220597.1642,-683026.1562,Eastern Europe,POL,0.828155775,Y,0.771560449,0.100346888
GM,Germany,-2.660980894,129981731.2,36276389.3,48692697.02,45012644.85,433962.4656,72573.81414,92162.55695,269226.0945,36203815.49,48600534.46,44743418.76,-2003528.806,-688905.1475,-1651225.332,336601.674,17799.47522,8420.164793,3202.202958,6177.107472,-697325.3123,-1654427.535,330424.5665,Western Europe,DEU,0.921456916,Y,0.919464318,0.082723269
EZ,Czechia,0.339117466,15918600,5936207.858,6019834.718,3962557.427,33947.00413,9415.887021,17348.10759,7183.009519,5926791.971,6002486.611,3955374.417,438026.3493,343496.1916,32499.14902,62031.00873,316.772139,641.2081983,-854.4167811,529.9807218,342854.9834,33353.5658,61501.028,Eastern Europe,CZE,0.706504735,Y,0.771560449,0.100346888
LO,Slovakia,60.82661325,8152317.822,3490834.829,3440676.011,1220806.983,15410.60929,9595.143884,3993.405912,1822.05949,3481239.685,3436682.605,1218984.923,60444.63765,215402.1934,-91614.62109,-63342.93467,6950.085091,6991.361968,227.1206959,-268.3975731,208410.8314,-91841.74179,-63074.53709,Eastern Europe,SVK,0.665175872,Y,0.771560449,0.100346888
HU,Hungary,-7.152412899,15064422.21,5674853.877,5584462.482,3805105.854,50650.62968,13174.3864,8145.689346,29330.55394,5661679.491,5576316.793,3775775.3,-532547.0316,-319798.4647,-540340.6802,327592.1133,12806.86748,6955.436296,1119.465385,4731.965797,-326753.901,-541460.1456,322860.1475,Eastern Europe,HUN,0.81210331,Y,0.771560449,0.100346888
SI,Slovenia,2.639523215,2895000.033,1415163.365,1043735.52,436101.1477,6484.198149,3761.321942,2722.876207,0,1411402.043,1041012.644,436101.1477,108107.8529,24322.66379,46386.71677,37398.47237,639.1318099,384.5952623,254.5365476,0,23938.06853,46132.18022,37398.47237,Southern Europe,SVN,0.901684125,Y,0.821498773,0.218724957
AU,Austria,1.005908565,11988712.12,5144059.225,3254853.41,3589799.486,14596.44208,7430.863677,6526.444373,639.1340285,5136628.361,3248326.965,3589160.352,739524.1106,73523.42514,202283.1744,463717.5111,905.7019864,649.8414439,-266.2448983,522.1054407,72873.5837,202549.4193,463195.4056,Western Europe,AUT,0.882000827,Y,0.919464318,0.082723269
SZ,Switzerland,0.929427791,10452811.42,2384261.305,4641400.791,3427149.323,104991.0291,22369.61837,58636.25408,23985.15665,2361891.687,4582764.537,3403164.166,1652555.459,336626.6869,824207.7324,491721.0401,15427.33019,1590.154267,11175.84578,2661.330145,335036.5326,813031.8866,489059.7099,Western Europe,CHE,0.941877201,Y,0.919464318,0.082723269
LS,Liechtenstein,0,50122.90304,9583.503434,40539.3996,0,0,0,0,0,9583.503434,40539.3996,0,6085.534674,1751.505445,4334.029229,0,0,0,0,0,1751.505445,4334.029229,0,Western Europe,LIE,0.919464318,N,0.919464318,0.082723269
LU,Luxembourg,5.218440206,671370.0384,214382.4991,281412.8397,175574.6997,0.076292489,0.076292489,0,0,214382.4228,281412.8397,175574.6997,201013.149,70171.12711,64303.82799,66538.19386,0.119202401,0.119202401,0,0,70171.0079,64303.82799,66538.19386,Western Europe,LUX,0.919464318,N,0.919464318,0.082723269
NL,Netherlands,0.130892568,25782393.09,3978651.032,9038933.113,12764808.94,528321.1049,24926.56224,82251.36912,421143.1735,3953724.47,8956681.744,12343665.77,1673131.418,555310.2038,331011.7228,786809.491,4487.658245,7513.7662,-1641.496149,-1384.611806,547796.4376,332653.219,788194.1028,Western Europe,NLD,1.065738728,Y,0.919464318,0.082723269
BE,Belgium,0.84268634,16253123.61,3114355.575,7568682.692,5570085.34,60744.48814,4697.634311,26846.86983,29199.98399,3109657.941,7541835.822,5540885.356,1626958.895,504028.2685,479992.4804,642938.1463,5124.040735,2146.260284,523.1068321,2454.673619,501882.0082,479469.3736,640483.4727,Western Europe,BEL,0.792986583,Y,0.919464318,0.082723269
UK,United Kingdom,0.97318158,96897202.79,13991394.92,25721084.43,57184723.44,23156165.96,1683429.584,5238848.49,16233887.89,12307965.33,20482235.94,40950835.55,9522002.85,1373292.65,1871537.282,6277172.918,2214509.769,156877.36,338282.0477,1719350.362,1216415.29,1533255.234,4557822.557,Northern Europe,GBR,0.98991529,Y,1.044285539,0.106161536
JE,Jersey,0,117724.1411,14873.78342,46914.38543,55935.97225,0,0,0,0,14873.78342,46914.38543,55935.97225,17289.17754,2114.290186,5110.919928,10063.96742,0,0,0,0,2114.290186,5110.919928,10063.96742,Northern Europe,JEY,1.044285539,N,1.044285539,0.106161536
GK,Guernsey,2.404693742,86596.0867,11328.46767,75267.61903,0,135.5459719,24.34577281,111.2001991,0,11304.1219,75156.41883,0,1458.760423,-344.7658881,1803.526311,0,5.490755369,1.883814861,3.606940508,0,-346.6497029,1799.919371,0,Northern Europe,GGY,1.044285539,N,1.044285539,0.106161536
EI,Ireland,0.64685074,6320084.655,2737861.303,1454763.706,2127459.645,1127184.082,256573.103,284492.2731,586118.7061,2481288.2,1170271.433,1541340.939,1399203.014,735503.6708,399335.2995,264364.0438,161419.7844,59089.02486,34196.11282,68134.64676,676414.646,365139.1867,196229.397,Northern Europe,IRL,0.982526147,Y,1.044285539,0.106161536
IM,Isle of Man,1.335097738,127307.2551,40005.52307,87301.73206,0,35540.47427,5999.782911,29540.69136,0,34005.74016,57761.0407,0,18110.94563,4672.249206,13438.69643,0,6750.318294,60.95795696,6689.360337,0,4611.291249,6749.336088,0,Northern Europe,IMN,1.044285539,N,1.044285539,0.106161536
FO,Faroe Is,0,96580.75119,67788.24427,28792.50692,0,0,0,0,0,67788.24427,28792.50692,0,3807.865878,2369.290383,1438.575495,0,0,0,0,0,2369.290383,1438.575495,0,Northern Europe,FRO,1.044285539,N,1.044285539,0.106161536
IC,Iceland,0,580455.4207,155952.3105,95917.40394,328585.7063,0,0,0,0,155952.3105,95917.40394,328585.7063,107448.0168,21742.72803,30884.43909,54820.84972,0,0,0,0,21742.72803,30884.43909,54820.84972,Northern Europe,ISL,1.044285539,N,1.044285539,0.106161536
RS,Russia,-0.720577901,49894715.78,10535845.14,18126792.16,21232078.48,171595.6911,59081.72412,42069.66218,70444.30476,10476763.42,18084722.5,21161634.17,-3140511.229,-446587.8941,-1216231.698,-1477691.636,7782.750617,17230.77398,-2041.26865,-7406.754711,-463818.6681,-1214190.429,-1470284.882,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
RS,Russia,5.175411093,5816915.646,1441523.115,2185551.921,2189840.61,31433.83585,14988.18955,13233.79188,3211.854416,1426534.926,2172318.129,2186628.755,250190.2463,187425.9407,-11954.31158,74718.61714,6997.128377,5649.350635,1298.229846,49.54789531,181776.5901,-13252.54142,74669.06925,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
MG,Mongolia,-0.089650018,3567246.41,1693658.043,703654.7734,1169933.594,2683.663701,2683.663701,0,0,1690974.38,703654.7734,1169933.594,840452.7729,-367847.8901,207305.0269,1000995.636,-56.6837635,-56.6837635,0,0,-367791.2063,207305.0269,1000995.636,Eastern Asia,MNG,0.530972991,Y,0.881234477,0.208804297
RS,Russia,0.223959394,2303775.36,1145268.915,530496.921,628009.5234,9205.503387,9205.503387,0,0,1136063.412,530496.921,628009.5234,-96362.29888,-100674.2916,32735.93608,-28423.94335,-86.23505598,-86.23505598,0,0,-100588.0566,32735.93608,-28423.94335,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
RS,Russia,1.041844536,8130046.269,1945655.691,2942944.457,3241446.121,172297.878,51066.2256,64208.25438,57023.39805,1894589.465,2878736.203,3184422.723,-973511.6417,-169424.2837,-353735.6227,-450351.7353,-21494.67978,-8306.039713,-5064.610861,-8124.029204,-161118.244,-348671.0118,-442227.7061,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
MV,Maldives,0,26648.93985,16345.57723,10303.36262,0,0,0,0,0,16345.57723,10303.36262,0,-748.6160705,-867.2210166,118.6049461,0,0,0,0,0,-867.2210166,118.6049461,0,Southern Asia,MDV,0.571952806,N,0.571952806,0.36779307
BT,Bhutan,0.549949859,710122.5753,449297.9457,93050.81056,167773.819,45636.15182,3451.267105,0,42184.88471,445846.6786,93050.81056,125588.9343,235331.6478,137747.604,73863.28054,23720.76322,8317.237975,-837.9253498,1405.841651,7749.321674,138585.5294,72457.43889,15971.44154,Southern Asia,BTN,0.109110139,Y,0.571952806,0.36779307
AF,Afghanistan,0.296552417,23886135.16,6731845.312,8432207.336,8722082.509,96133.03829,32615.34876,25647.74453,37869.94501,6699229.963,8406559.592,8684212.564,15435780.18,2006969.904,6533551.968,6895258.306,18422.85084,4367.592812,31484.51935,-17429.26133,2002602.311,6502067.449,6912687.568,Southern Asia,AFG,0.571952806,N,0.571952806,0.36779307
PK,Pakistan,2.384835581,160806078.5,17290805.37,47140157.15,96375115.95,10620747.1,1244506.669,3996297.096,5379943.341,16046298.7,43143860.05,90995172.61,59077305.92,6198142.534,22467742.72,30411420.67,9305328.973,1067084.801,4157841.242,4080402.93,5131057.732,18309901.48,26331017.74,Southern Asia,PAK,0.571952806,N,0.571952806,0.36779307
NP,Nepal,3.221978597,26970006.37,13068239.91,10996088.02,2905678.445,1248818.335,176937.4465,822046.638,249834.2501,12891302.46,10174041.38,2655844.195,5381061.32,-3609784.531,4099743.744,4891102.107,802802.6723,-27670.47908,545222.9099,285250.2415,-3582114.052,3554520.834,4605851.865,Southern Asia,NPL,0.78444575,Y,0.571952806,0.36779307
CE,Sri Lanka,-2.659558786,18768429.3,5277351.461,7274545.408,6216532.43,204045.5655,154775.0902,31725.00604,17545.46928,5122576.37,7242820.402,6198986.96,1891263.387,-915380.6854,1807578.182,999065.891,-54684.07139,-77699.05218,18136.99866,4877.98212,-837681.6332,1789441.183,994187.9088,Southern Asia,LKA,0.368072235,Y,0.571952806,0.36779307
